row_id,text,label,source,original_label
2415,am i currently connected to wifi,UNKNOWN,CLINC OOS Dataset (test),oos
732,I don't know how I could chat with a goddamn human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2728,opening gold account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
2518,I want assistance to speak with a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1292,is flu contagious,UNKNOWN,CLINC OOS Dataset (validation),oos
2075,what movie is the line today is our independence day from,UNKNOWN,CLINC OOS Dataset (test),oos
993,where do I enter my shipping address?,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1492,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,SPAM,UCI SMS Spam Collection,spam
2083,is it possible to locate invoice #37777,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
1756,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,SPAM,UCI SMS Spam Collection,spam
3397,is there an internet outage in my area,UNKNOWN,CLINC OOS Dataset (test),oos
697,I am trying to leave a goddamn comment for a product,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
214,wznt help to switch to the bloody freemium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2600,i have problems submitting a secondary shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1174,talk with an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2250,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",SPAM,UCI SMS Spam Collection,spam
2161,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,SPAM,UCI SMS Spam Collection,spam
845,directing to person,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
878,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",SPAM,UCI SMS Spam Collection,spam
1721,tell me at what time I can call customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3065,wanna know more about cancelling the newsletter sjbscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3155,i need help seeing what hours i csn call customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
785,how much food should i feed my cat,UNKNOWN,CLINC OOS Dataset (validation),oos
3229,where can I see the withdrawal penalty?,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
3026,what is the time signature for the castlevania song bloody tears,UNKNOWN,CLINC OOS Dataset (test),oos
430,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,SPAM,UCI SMS Spam Collection,spam
838,is it possible to survive in a black hole,UNKNOWN,CLINC OOS Dataset (validation),oos
3212,I don't know how to download the invoice from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
330,transferring to agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1954,help me demanding a rebate,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
578,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",SPAM,UCI SMS Spam Collection,spam
56,tell me about the earthquake in california that happened this morning,UNKNOWN,CLINC OOS Dataset (test),oos
1659,I don't know how I can receive the company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3437,could you help me use the gold profile?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
1328,help me inform of an error with online payment,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
2954,I do not know what to do to chat with a live agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1256,report problems with payment,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
3258,I don't know how to cancel my newsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
2817,can you help me to cancel the account?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
140,I can't swap some items of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
658,when was nintendo created,UNKNOWN,CLINC OOS Dataset (train),oos
3420,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,SPAM,UCI SMS Spam Collection,spam
1612,what is the best way for dealing with the airport,UNKNOWN,CLINC OOS Dataset (test),oos
3381,assistance checking what hours I can call customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1006,when will world war 3 begin,UNKNOWN,CLINC OOS Dataset (test),oos
3241,contcat an agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3342,i aint registered yet could i open a pro account withyou,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
3421,can ya show me at what time customer service available is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2435,i do not know what i have to do to chat with somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3346,how to see if there is anything wrong with my compensation,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
2616,want help informing of a trouble with payment,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
3292,I don't know how I can get a compensation of my money,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
128,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",SPAM,UCI SMS Spam Collection,spam
290,i need help to see at what time i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1204,"I purchased some damn product, help me cancel order",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
1886,Filthy stories and GIRLS waiting for your,SPAM,UCI SMS Spam Collection,spam
1880,I want to see at what time I can call customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2586,nede to get the bill from how to do it,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
2093,I need assistance to speak to a live agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1426,can uhelp me contact an assostant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
754,assistance to edit order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
2827,I would like to check how soon can I expect the shipment,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
3243,get invoice from last purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
668,help to restore my profile password,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
587,i need assistance to download the bills from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
568,I want help to check what shipping options I have,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
2122,what should i do if i saw a cockroach in my house,UNKNOWN,CLINC OOS Dataset (test),oos
111,"I want to speak with customer service, helpme",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
405,i do not know how to make an order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
638,why would the water be turned off,UNKNOWN,CLINC OOS Dataset (test),oos
603,where could I see the early termination penalties?,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
2484,need help talking to a live agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3384,wanna cancel the companynewsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
1797,what do i have to d to remove the account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2878,I'm trying to see at what time i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
770,what's the best reviewed local roof repair place,UNKNOWN,CLINC OOS Dataset (test),oos
1575,editing informaqtion on platinum account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
555,how can I switch to the freemium account?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
3249,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,SPAM,UCI SMS Spam Collection,spam
2102,do those i subscribe to have new videos,UNKNOWN,CLINC OOS Dataset (train),oos
925,I am trying to report errors with payments,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
1822,need assistance to cancel order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
2807,wanna see order status help me,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
1904,I am trying to change to the account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
3380,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,SPAM,UCI SMS Spam Collection,spam
744,want assistance to leave feedback for ur products,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
1301,i have to set up the delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1483,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,SPAM,UCI SMS Spam Collection,spam
2046,read text,UNKNOWN,CLINC OOS Dataset (test),oos
2899,how to open a premium account?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1431,check in which situations can i request an refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
2365,wanna check in which cases can i ask for refunds,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
2134,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,SPAM,UCI SMS Spam Collection,spam
2078,where do I recover the access key of my user account?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
549,updating platinum account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
169,i do not kniw what i need to do to speak with a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
937,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,SPAM,UCI SMS Spam Collection,spam
3279,I want help speaking with an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1660,I need assistance to talk tl an agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
503,"I ain't registered, assistance opening an account with you",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
529,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",SPAM,UCI SMS Spam Collection,spam
2679,look up articles on squealing brakes for ford f-150's,UNKNOWN,CLINC OOS Dataset (test),oos
1677,I am waiting for an bloody restitution of dollars,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
1691,can you help me to speak with customer assistance?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2981,can I see how soon can I expect the fucking item?,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
763,give me a recommendation for a local landscaper,UNKNOWN,CLINC OOS Dataset (test),oos
310,I do not know how I could buy an article,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1096,can uhelp me ot check the goddamn early exit penalties,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
1522,what does the plus sign mean on my dashboard,UNKNOWN,CLINC OOS Dataset (test),oos
514,can you help me reporting an error with online payment?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
1456,how is crypto legal,UNKNOWN,CLINC OOS Dataset (validation),oos
2720,want help opening a account for my daughter,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1149,delete account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
292,who was the first person to discover cells,UNKNOWN,CLINC OOS Dataset (test),oos
364,i need assistance to set up the new shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
2272,"I have to sign up to your corporate newsletter, help me",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
343,where do I earn some products?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1254,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,SPAM,UCI SMS Spam Collection,spam
2531,"I paid for an article, I want help to get a refund",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
383,I need help to see at what time I can reach customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
507,compile a folder of paintings of sparta,UNKNOWN,CLINC OOS Dataset (test),oos
3216,help to chat with a damn operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1373,where can I make a customer complaint against your business?,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
1278,I need help giving a quick look at the invoice #37777,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
1948,I have a error changing the delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
687,assistance ordering several of ur product,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2933,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",SPAM,UCI SMS Spam Collection,spam
2574,how do I see my invoice from ?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
1814,i do not know how i can chat with an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2995,i need help switching several items of order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
2843,what is the origin of the name michael,UNKNOWN,CLINC OOS Dataset (train),oos
2840,"I lost the access key of my user profile, help to recover it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
2386,where is the dipstick,UNKNOWN,CLINC OOS Dataset (train),oos
1666,what is the most popular airline,UNKNOWN,CLINC OOS Dataset (train),oos
905,"I can't afford purchase , I need help canceling it",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
2913,I would like to talk to a operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
563,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,SPAM,UCI SMS Spam Collection,spam
2447,what is order status,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
3069,I need information about the termination of my account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
3105,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,SPAM,UCI SMS Spam Collection,spam
1107,help me notifying of a problem with online payment,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
1218,clsoe standard account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2924,seeing invoice #85632,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
987,find me a good band instructor or two to compare in my area,UNKNOWN,CLINC OOS Dataset (test),oos
1926,where can I get information about opening accounts?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1992,tell me what hours I can reach customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1405,"I want to get in touch with customer assistance, I need help",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
795,how do i get rid of an itchy rash,UNKNOWN,CLINC OOS Dataset (test),oos
1196,how many people die each year while skydiving,UNKNOWN,CLINC OOS Dataset (test),oos
431,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",SPAM,UCI SMS Spam Collection,spam
1430,I want help changing the bloody delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
1123,I don't know what I need to do to check the early exit fee,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
163,"I have lost bill #00108, can you show it to me?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
2550,I have got to submit my feedback,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
2018,how can I speak with an agent?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1266,what new reality shows are there for 2019,UNKNOWN,CLINC OOS Dataset (validation),oos
773,I do not know how I can cancel a platinum account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
1401,what's the best career search website,UNKNOWN,CLINC OOS Dataset (test),oos
1985,assistance to see what hours i can contact customersupport,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
751,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",SPAM,UCI SMS Spam Collection,spam
1388,I do not know how I can talk with a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1240,what is harry's real name,UNKNOWN,CLINC OOS Dataset (test),oos
3044,i do not understand ya is it possible to speak to osmebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1891,what languages are considered semitic,UNKNOWN,CLINC OOS Dataset (train),oos
2612,what do I have to do to unsubscribe to your newsletter?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3098,I do not know what to do to submit a bloody delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
3383,i dont know how i can speak to customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
121,I want assistance entering the new delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1160,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,SPAM,UCI SMS Spam Collection,spam
2891,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,SPAM,UCI SMS Spam Collection,spam
2203,show me new cars with the highest safety rating,UNKNOWN,CLINC OOS Dataset (test),oos
1463,can ya help me speak to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2836,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,SPAM,UCI SMS Spam Collection,spam
3223,"I lost my access key, help me retrieving it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
684,is it possible to check the ETA oif order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2606,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,SPAM,UCI SMS Spam Collection,spam
2296,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,SPAM,UCI SMS Spam Collection,spam
2887,need help to talk with a person,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
254,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,SPAM,UCI SMS Spam Collection,spam
1997,help me unsubscribnig to your company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
94,what's the order of the circle of fifths,UNKNOWN,CLINC OOS Dataset (train),oos
375,what do you do if your cat eats an octopus,UNKNOWN,CLINC OOS Dataset (test),oos
2739,can I talk with an assistant?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3313,I want to speak to customer assistance,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1998,"has there ever been total world peace, where no nations in the world are at war",UNKNOWN,CLINC OOS Dataset (test),oos
1053,I'm waiting for a reimbursement of,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
3172,I have a trouble setting my secondary shipping address up,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1803,i dont know how to open a gold account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1790,I need to receive thecorporate newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
569,need assistance contacting an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2714,how can I speak to customer assistance?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
690,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,SPAM,UCI SMS Spam Collection,spam
1587,what zelda games are available on the switch,UNKNOWN,CLINC OOS Dataset (test),oos
1380,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,SPAM,UCI SMS Spam Collection,spam
77,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,SPAM,UCI SMS Spam Collection,spam
995,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",SPAM,UCI SMS Spam Collection,spam
192,checking current status of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
1805,I need help getting my goddamn invoice from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
1065,want assistance to switch to the premium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2526,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,SPAM,UCI SMS Spam Collection,spam
1740,which nations were on each side of the conflict in world war ii,UNKNOWN,CLINC OOS Dataset (train),oos
3407,need assistance to file a consumer cclaim,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
1317,I try to see how soon can I expect the parcel,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
1700,help seeing the current status of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
200,I do not know what I have to do to talk to customer suppory,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1243,help speaking to a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2879,want assistance to make a reclamation against ur business,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
2676,do you know where the remote is,UNKNOWN,CLINC OOS Dataset (test),oos
1238,uhave a free number to talk to customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
574,can you help me check the ETA of the purchase ?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2180,do sets of 25 set-ups each morning til you have completed your goal,UNKNOWN,CLINC OOS Dataset (test),oos
819,what year was star trek released,UNKNOWN,CLINC OOS Dataset (train),oos
929,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,SPAM,UCI SMS Spam Collection,spam
2568,can you tell me how to solve simple algebraic equations with one variable,UNKNOWN,CLINC OOS Dataset (test),oos
2970,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,SPAM,UCI SMS Spam Collection,spam
2364,what does it mean to have equality,UNKNOWN,CLINC OOS Dataset (validation),oos
1275,i do not know how i can sign up to ur company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3177,what should i do if it hurts when i pee,UNKNOWN,CLINC OOS Dataset (test),oos
635,I cannot talk to somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
341,what do you call someone who was born in segovia,UNKNOWN,CLINC OOS Dataset (train),oos
3106,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,SPAM,UCI SMS Spam Collection,spam
2577,"I have to shop a product, help me",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2261,help me seeing what hours customer support available is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2202,please check up on my son's homework,UNKNOWN,CLINC OOS Dataset (test),oos
27,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",SPAM,UCI SMS Spam Collection,spam
2497,what are apartment prices now,UNKNOWN,CLINC OOS Dataset (test),oos
1138,who won in the gsw vs suns game last night,UNKNOWN,CLINC OOS Dataset (test),oos
1500,how to remove a stripped bolt,UNKNOWN,CLINC OOS Dataset (test),oos
