row_id,text,label,source,original_label
751,"last chance! claim ur worth of discount vouchers today! text shop to now! savamob, offers mobile! t cs savamob pobox, muz. . sub.",SPAM,UCI SMS Spam Collection,spam
1388,i do not know how i can talk with a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1240,what is harry's real name,UNKNOWN,CLINC OOS Dataset (test),oos
3044,i do not understand ya is it possible to speak to osmebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1891,what languages are considered semitic,UNKNOWN,CLINC OOS Dataset (train),oos
2612,what do i have to do to unsubscribe to your newsletter?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3098,i do not know what to do to submit a bloody delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
3383,i dont know how i can speak to customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
121,i want assistance entering the new delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1160,free for st week! no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normp/tone,SPAM,UCI SMS Spam Collection,spam
2891,urgent! your mobile number has been awarded with a bonus caller prize. call from land line. valid hrs only,SPAM,UCI SMS Spam Collection,spam
2203,show me new cars with the highest safety rating,UNKNOWN,CLINC OOS Dataset (test),oos
1463,can ya help me speak to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2836,had your mobile mths ? update for free to oranges latest colour camera mobiles unlimited weekend calls. call mobile upd on freefone or stoptxt,SPAM,UCI SMS Spam Collection,spam
3223,"i lost my access key, help me retrieving it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
684,is it possible to check the eta oif order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2606,marvel mobile play the official ultimate spider-man game (.) on ur mobile right now. text spider to for the game we ll send u a free ball wallpaper,SPAM,UCI SMS Spam Collection,spam
2296,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music to tnc,SPAM,UCI SMS Spam Collection,spam
2887,need help to talk with a person,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
254,win a year supply of cds a store of ur choice worth enter our weekly draw txt music to tscs,SPAM,UCI SMS Spam Collection,spam
1997,help me unsubscribnig to your company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
94,what's the order of the circle of fifths,UNKNOWN,CLINC OOS Dataset (train),oos
375,what do you do if your cat eats an octopus,UNKNOWN,CLINC OOS Dataset (test),oos
2739,can i talk with an assistant?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3313,i want to speak to customer assistance,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1998,"has there ever been total world peace, where no nations in the world are at war",UNKNOWN,CLINC OOS Dataset (test),oos
1053,i'm waiting for a reimbursement of,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
3172,i have a trouble setting my secondary shipping address up,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
1803,i dont know how to open a gold account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1790,i need to receive thecorporate newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
569,need assistance contacting an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2714,how can i speak to customer assistance?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
690,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on from landline dateboxessexcmxn p/min,SPAM,UCI SMS Spam Collection,spam
1587,what zelda games are available on the switch,UNKNOWN,CLINC OOS Dataset (test),oos
1380,you have won a guaranteed cash or a prize. to claim yr prize call our customer service representative on between am-pm,SPAM,UCI SMS Spam Collection,spam
77,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to p/msgrcvdhg/suite/lands/row/wjhl ldn yrs,SPAM,UCI SMS Spam Collection,spam
995,"u r subscribed textcomp wkly comp. st wk?s free question follows, subsequent wks chargedp/msg. unsubscribe txt stop ,custcare",SPAM,UCI SMS Spam Collection,spam
192,checking current status of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
1805,i need help getting my goddamn invoice from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
1065,want assistance to switch to the premium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2526,gent! we are trying to contact you. last weekends draw shows that you won a prize guaranteed. call . claim code k. valid hrs only. ppm,SPAM,UCI SMS Spam Collection,spam
1740,which nations were on each side of the conflict in world war ii,UNKNOWN,CLINC OOS Dataset (train),oos
3407,need assistance to file a consumer cclaim,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
1317,i try to see how soon can i expect the parcel,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
1700,help seeing the current status of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
200,i do not know what i have to do to talk to customer suppory,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1243,help speaking to a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2879,want assistance to make a reclamation against ur business,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
2676,do you know where the remote is,UNKNOWN,CLINC OOS Dataset (test),oos
1238,uhave a free number to talk to customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
574,can you help me check the eta of the purchase ?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2180,do sets of set-ups each morning til you have completed your goal,UNKNOWN,CLINC OOS Dataset (test),oos
819,what year was star trek released,UNKNOWN,CLINC OOS Dataset (train),oos
929,want explicit sex in secs? ring now! costs p/min,SPAM,UCI SMS Spam Collection,spam
2568,can you tell me how to solve simple algebraic equations with one variable,UNKNOWN,CLINC OOS Dataset (test),oos
2970,promotion number: - ur awarded a city break and could win a summer shopping spree every wk. txt store to . skilgme. tscswinawk!age .perwksub,SPAM,UCI SMS Spam Collection,spam
2364,what does it mean to have equality,UNKNOWN,CLINC OOS Dataset (validation),oos
1275,i do not know how i can sign up to ur company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3177,what should i do if it hurts when i pee,UNKNOWN,CLINC OOS Dataset (test),oos
635,i cannot talk to somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
341,what do you call someone who was born in segovia,UNKNOWN,CLINC OOS Dataset (train),oos
3106,interflora - it's not too late to order interflora flowers for christmas call to place your order before midnight tomorrow.,SPAM,UCI SMS Spam Collection,spam
2577,"i have to shop a product, help me",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2261,help me seeing what hours customer support available is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2202,please check up on my son's homework,UNKNOWN,CLINC OOS Dataset (test),oos
27,"had your mobile mths? update to the latest camera/video phones for free. keep ur same number, get extra free mins/texts. text yes for a call",SPAM,UCI SMS Spam Collection,spam
2497,what are apartment prices now,UNKNOWN,CLINC OOS Dataset (test),oos
1138,who won in the gsw vs suns game last night,UNKNOWN,CLINC OOS Dataset (test),oos
1500,how to remove a stripped bolt,UNKNOWN,CLINC OOS Dataset (test),oos
2044,who created the world in greek mythology,UNKNOWN,CLINC OOS Dataset (test),oos
2232,freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im win utxt / rply chat to hlp msgp rcv,SPAM,UCI SMS Spam Collection,spam
2457,what side in chess has the general advantage,UNKNOWN,CLINC OOS Dataset (validation),oos
1189,i don't know how i can chat with someone,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2411,help me informing of an issue with payment,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
1584,i do not know what to do to submit my new shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
2135,"i have got to see how long refunds take, will you help me?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
903,forward the text i just got from henry to giselle,UNKNOWN,CLINC OOS Dataset (test),oos
3102,i dont know what to do to talk to customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
463,"how can i protect myself from ""nigerian prince"" scams",UNKNOWN,CLINC OOS Dataset (train),oos
1182,i try to chat with an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2065,i have got to see what hours i can call customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
323,i have got to talk with an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1528,is it possible to see what delivery options i have?,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
1216,i need assistance checking when my parcel is gonna arrive,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
303,find out for me as to why people get autism,UNKNOWN,CLINC OOS Dataset (validation),oos
596,editting details on gold account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
3124,help me to see what hours i can contact customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2141,want assistance to see how long reimbirsements take,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
997,what should you do if you can't be bothered to get out of bed,UNKNOWN,CLINC OOS Dataset (test),oos
1662,talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to and see who you could meet.,SPAM,UCI SMS Spam Collection,spam
1602,i have to talk to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2806,could ya help me infofming of a sign-up issue,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
312,what's the best hand to have in texas hold em,UNKNOWN,CLINC OOS Dataset (test),oos
154,"sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone, txt card spook to",SPAM,UCI SMS Spam Collection,spam
3122,what's the chemical composition of a fart,UNKNOWN,CLINC OOS Dataset (test),oos
218,look up how to apply cream to smooth itchiness,UNKNOWN,CLINC OOS Dataset (test),oos
3085,checking invoices from last month,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
2555,are there any new job postings in my area in the last hour for jobs on craigslist,UNKNOWN,CLINC OOS Dataset (test),oos
974,i do not know how to see your money back guarantee,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
2935,can you help me to lodge a customer reclamation?,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
1634,"you aren't helpful at all, assistance to talk to somebody",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1325,want help asking for reimbursements,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
2644,what do geese eat,UNKNOWN,CLINC OOS Dataset (validation),oos
2829,assistance to file a claim against ur company,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
1530,what are popular sports magazines,UNKNOWN,CLINC OOS Dataset (test),oos
12,i have to check bill can i get some help,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
2125,"hot live fantasies call now just p per min ntt ltd, po box croydon cr wb is a national rate call",SPAM,UCI SMS Spam Collection,spam
3131,when was the last worker's strike in amsterdam,UNKNOWN,CLINC OOS Dataset (train),oos
1034,help seeing at what time customer service available is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2592,urgent! we are trying to contact u todays draw shows that you have won a prize guaranteed. call from land line. claim j. po boxcpm,SPAM,UCI SMS Spam Collection,spam
616,i do not know what i have to do to talk wiyh a live agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1005,i don't know how i can write a comment for a product,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
164,i have troubles editing the address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
1370,can i create a different bloody account for my father?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1824,i have got to make an order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2187,i do not know what i need to do to chat with a live agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
220,how the birds fly,UNKNOWN,CLINC OOS Dataset (validation),oos
1139,can you help me study for a history exam,UNKNOWN,CLINC OOS Dataset (train),oos
1728,"i have to call customer service, could you help me?",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3099,report issue with registration,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
2936,can i talk with someone?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1970,is there a vaccine for ebola,UNKNOWN,CLINC OOS Dataset (test),oos
171,i need to update my address,UNKNOWN,CLINC OOS Dataset (test),oos
717,sex up ur mobile with a free sexy pic of jordan! just text babe to . then every wk get a sexy celeb! pocketbabe.co.uk more pics. /wk,SPAM,UCI SMS Spam Collection,spam
952,freemsg: our records indicate you may be entitled to pounds for the accident you had. to claim for free reply with yes to this msg. to opt out text stop,SPAM,UCI SMS Spam Collection,spam
591,do you have a toll-free number to contact customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2632,getting bills from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
1808,customer service annoncement. you have a new years delivery waiting for you. please call now to arrange delivery,SPAM,UCI SMS Spam Collection,spam
1384,are there any sales on groceries today,UNKNOWN,CLINC OOS Dataset (test),oos
1049,need help checking what shipment options i have,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
2099,i have an error editing the delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
2299,is there an e-mail to submit my feedback about your company?,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
2571,"i lost my invoices from , show them to me",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
2340,help me seeing in which situations can i ask for a refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
2838,as a registered optin subscriber ur draw gift voucher will be entered on receipt of a correct ans to whats no in the bbc charts,SPAM,UCI SMS Spam Collection,spam
2227,what articles are written at the cnn site about the women's march,UNKNOWN,CLINC OOS Dataset (test),oos
426,what are sigmund freud's most famous books,UNKNOWN,CLINC OOS Dataset (test),oos
1003,contacting live agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
348,where do i cherck at what time i can call customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2506,want help to report a trouble with online payment,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
739,no polyphonic tone ur mob every week! just txt pt to . st tone free ! so get txtin now and tell ur friends. p/tone. reply hl info,SPAM,UCI SMS Spam Collection,spam
389,"i need to see purchase status, how to do it?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
511,where can i receive a rebate of my money?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
88,i do not know what to do to purchase several of ur product,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2562,there is an issue submitting my secondary delivery address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
3153,can i speak with an assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3278,i'm trying to rset the pwd of my user profile,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
492,could you help me to talk to a person?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1686,"freemsg hey there darling it's been week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, . to rcv",SPAM,UCI SMS Spam Collection,spam
1390,i want to talk with someone,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2053,i want help cancelling my newsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
656,i do not know what i need to do to talk to an assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3066,"i have to set a shipping address up, i need assistance",FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
636,cancel my subscription to scientific american,UNKNOWN,CLINC OOS Dataset (test),oos
3352,i do not know what i have to do to shop some articles,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1817,i do not know what i have to do to cal customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3295,i do not know how i can restore the pin code of my profile,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
2395,i try to see what hours i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
306,which piano is best for classical,UNKNOWN,CLINC OOS Dataset (train),oos
470,asked mobile if chatlines inclu in free mins. india cust servs sed yes. ler got mega bill. dont giv a shit. bailiff due in days. i o want,SPAM,UCI SMS Spam Collection,spam
880,i am looking for information about correcting my address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
2811,would it be possible to notify of sign-up issues?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
2439,i have to check in which cases can i request refunds,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
1833,i do not know how to report an issue wiht a sign-up,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
2200,hi its lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over? pls leave msg day lucy x calls/minmobsmorelkpoboxhpfl,SPAM,UCI SMS Spam Collection,spam
1466,"i don't need my damn standard account, i have to remove it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2598,i don't know what i need to do to contact customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2244,"i have lost my account access key, i need help to reset it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
2790,how do i see at what time customer support availabl is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
133,how many prime numbers are there between and,UNKNOWN,CLINC OOS Dataset (test),oos
693,i try to see under which circumstances can i ask for refunds,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
1829,"new tones this week include: )mcfly-all ab.., ) sara jorge-shock.. ) will smith-switch.. to order follow instructions on next message",SPAM,UCI SMS Spam Collection,spam
3208,i need help to speak to a bloody human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1956,sunshine quiz wkly q! win a top sony dvd player if u know which country the algarve is in? txt ansr to . . sp:tyrone,SPAM,UCI SMS Spam Collection,spam
1984,"sms. ac blind date u!: rodds is /m from aberdeen, united kingdom. check him out sms. ac/w/icmbcktzr!- no blind dates send hide",SPAM,UCI SMS Spam Collection,spam
823,help to use the bloody gold profile,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2575,i have got to make a customer claim against your business,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
235,i want to see what payment options you accept,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
2169,can you detect where i placed my wallet,UNKNOWN,CLINC OOS Dataset (test),oos
3399,i need help cancelling my bloody newsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
1621,assistance to see at what time i can reach customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1631,i have to see how long refunds take how do i do it,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
206,what years has korea been at war,UNKNOWN,CLINC OOS Dataset (train),oos
2207,what films are in the running for best song at this year's oscars,UNKNOWN,CLINC OOS Dataset (test),oos
3291,find information about lost access key,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
735,you have won a guaranteed award or even cashto claim ur award call free on () stop getstop on php,SPAM,UCI SMS Spam Collection,spam
1925,i dont know how i can speak with customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2285,i have got to download my goddamn invoice from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
2194,"you are guaranteed the latest nokia phone, a gb ipod mp player or a prize! txt word: collect to no: ! ibhltd ldnwh p/mtmsgrcvd",SPAM,UCI SMS Spam Collection,spam
1778,making purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
617,need help notifying of an issue with payments,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
943,i want help canceling thecompany newsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
153,can i speak with somebody?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
415,i need help contacting a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
706,"i have to submit my new shipping address, how to do it?",FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
2642,how do i get in touch with customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3067,get ibll,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
2071,missed call alert. these numbers called but left no message.,SPAM,UCI SMS Spam Collection,spam
2664,i try to see in what situations can i ask for reimbursements,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
172,"i need to order a product, how do i do it?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
747,i do not know what i have to do to chat with an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1004,does hypnosis work to break bad habits,UNKNOWN,CLINC OOS Dataset (validation),oos
1374,leave review about a service,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
404,what do i have to do to talk with a live agent?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
394,need help unsubscribing from ur newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
3123,i need assistance to speak to an operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3238,how can i see if there is anything wrong with my rebate?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
1402,"urgent! your mobile no was awarded a , bonus caller prize on //! this is our nd attempt to contact you! call -- boxqu bt national rate",SPAM,UCI SMS Spam Collection,spam
47,i have lost my pwd could i reset it,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
1040,"i need to write a review about a service, how to do it?",FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
1555,need assistance to find my fucking bill from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
1819,"i get an error when i try to make a payment, inform of it",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
3039,need assistance checking my refund current status,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
1689,dorothykiefer.com (bank of granite issues strong-buy) explosive pick for our members up over nasdaq symbol cdgt that is a . per..,SPAM,UCI SMS Spam Collection,spam
2310,i need to see in which situations can i ask for a refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
1130,i want assistance to check the eta of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
37,what do u want for xmas? how about free text messages a new video phone with half price line rental? call free now on to find out more!,SPAM,UCI SMS Spam Collection,spam
66,free st week entry textpod a chance win gb ipod or cash every wk. txt vpod to tscs custcare .,SPAM,UCI SMS Spam Collection,spam
898,help seeing the early termination fee,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
1582,we tried to contact you re your reply to our offer of a video handset? anytime any networks mins? unlimited text? camcorder? reply or call now,SPAM,UCI SMS Spam Collection,spam
914,want assaistance purchasing a few of your article,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
547,do you want a new nokia i colour phone delivered tomorrow? with free minutes to any mobile free text free camcorder reply or call,SPAM,UCI SMS Spam Collection,spam
3418,i don't know what i need to do to make a customer complaint,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
2852,i need help to list ur payment methods,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
3141,is it possibpe to check how long refunds take,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
800,please explain the catch rule to me,UNKNOWN,CLINC OOS Dataset (train),oos
1581,give me a list of tax attorneys that practice in my city,UNKNOWN,CLINC OOS Dataset (test),oos
1532,want assistance to see order syatus,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
1988,i have a problem with the termination of a premium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
3337,what year was shawshank redemption released,UNKNOWN,CLINC OOS Dataset (train),oos
2407,get me a list of universities that provide full scholarships in arizona,UNKNOWN,CLINC OOS Dataset (test),oos
1224,i want help trying to edit my addreds,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
74,"this is the nd time we have tried contact u. u have won the pound prize. claim is easy, call now! only p per min. bt-national-rate",SPAM,UCI SMS Spam Collection,spam
1012,can ya tell me more abuot unsubscribing from ur newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
793,are we allowed to wash our cars during the drought,UNKNOWN,CLINC OOS Dataset (test),oos
1583,"i want to report a problem with a sign-up, how do i do it?",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
674,i have to see in which cases can i request my money back,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
